trip,drift,area,site,species_code,species_name,length,gear,year,angler_hours
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,GPR,Gopher Rockfish,28,BAT,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,KLP,Kelp Rockfish,32,BAR,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,28,BAT,2017,3.036666667
BLT01_17,BLM0717170201,BL,MPA,OLV,Olive Rockfish,36,BAR,2017,3.036666667
BLT01_17,BLM0717170202,BL,MPA,GPR,Gopher Rockfish,27,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,GPR,Gopher Rockfish,28,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,11,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,21,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,23,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,31,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,VER,Vermilion Rockfish,40,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,35,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,34,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,20,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,33,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,VER,Vermilion Rockfish,43,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,30,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,24,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,35,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,34,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,BAT,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,3.05
BLT01_17,BLM0717170202,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,3.05
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,20,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,34,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,34,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,34,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,27,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,GPR,Gopher Rockfish,29,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,34,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,37,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,34,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,24,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,30,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,23,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,33,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,22,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,22,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,FLY,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,2.847777778
BLT01_17,BLM0717173001,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.847777778
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,19,BAT,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,26,FLY,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,17,FLY,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,23,FLY,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,23,BAT,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,25,BAR,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,20,BAR,2017,3.253333333
PBT05_17,PBM0828170701,PB,MPA,BLU,Blue Rockfish,19,FLY,2017,3.253333333
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,34,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,GPR,Gopher Rockfish,25,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,30,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,31,BAR,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,1.437777778
BLT01_17,BLM0717172201,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,1.437777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,27,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,29,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,VER,Vermilion Rockfish,45,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,GPR,Gopher Rockfish,27,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,27,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,OLV,Olive Rockfish,35,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,VER,Vermilion Rockfish,44,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,30,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,21,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,GPR,Gopher Rockfish,25,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,22,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,22,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,33,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,35,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,27,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,36,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,36,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,36,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,GPR,Gopher Rockfish,28,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,20,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,24,BAR,2017,1.307777778
BLT01_17,BLM0717172202,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,1.307777778
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,28,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,29,FLY,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,27,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,25,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,BLU,Blue Rockfish,30,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,BLU,Blue Rockfish,30,BAR,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,28,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,28,FLY,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,BLU,Blue Rockfish,32,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,BLU,Blue Rockfish,30,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,VER,Vermilion Rockfish,42,FLY,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,32,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,26,BAT,2017,2.623888889
BLT01_17,BLM0717172203,BL,MPA,GPR,Gopher Rockfish,29,FLY,2017,2.623888889
